Mode,Prompt,Target,Baseline rank,strict: final rank,strict: reached #1,strict: features at best,strict: collateral KL,off: final rank,off: reached #1,off: features at best,off: collateral KL,tol5_after: final rank,tol5_after: reached #1,tol5_after: features at best,tol5_after: collateral KL,graded5_after: final rank,graded5_after: reached #1,graded5_after: features at best,graded5_after: collateral KL,graded5_inter: final rank,graded5_inter: reached #1,graded5_inter: features at best,graded5_inter: collateral KL
last,"Knud, Hereditary Prince of Denmark passed away in",Copenhagen,45,3,False,55,0.00031673203011450823,21,False,55,0.0003043316501134541,3,False,54,0.00030429997605097014,3,False,55,0.0003028388859092956,3,False,55,0.0003028388859092956
last,The location of Galatasaray University is in the heart of,Istanbul,2,2,False,64,0.000969454093137756,2,False,40,0.0006382911582477391,2,False,65,0.000925393977377098,2,False,65,0.000925393977377098,2,False,64,0.000925393977377098
last,John Pym died in the city of,London,10,4,False,44,0.0011233377517783083,8,False,44,0.0016425441106548532,4,False,44,0.0011233377517783083,4,False,44,0.0011233377517783083,4,False,44,0.0011233377517783083
last,Emilia Rydberg was born in,Stockholm,16,9,False,32,0.0006527793215354904,12,False,18,0.00020474433968047378,10,False,31,0.0006527793215354904,10,False,31,0.0006527793215354904,9,False,24,0.0006177597628266085
last,Joseph Goebbels worked in the city of,Berlin,2,2,False,40,0.0014954737460357137,1,True,4,-5.937181413173675e-10,2,False,40,0.0014954737460357137,2,False,40,0.0014954737460357137,2,False,0,
last,Francesco Castellacci was born in,Rome,2,1,True,2,0.0,1,True,2,0.0,1,True,2,0.0,1,True,2,0.0,1,True,2,0.0
last,2005 Australian Open is located in,Melbourne,2,1,True,22,0.0003507430614263285,1,True,10,6.151653333290597e-05,1,True,22,0.0003507430614263285,1,True,22,0.0003507430614263285,1,True,22,0.0003507430614263285
last,Giulio Romano originates from the city of,Rome,2,1,True,2,-8.772076398599893e-10,1,True,2,-8.772076398599893e-10,1,True,2,-8.772076398599893e-10,1,True,2,-8.772076398599893e-10,1,True,2,-8.772076398599893e-10
last,Coco Chanel passed away in,Paris,2,1,True,2,1.834559952840209e-08,1,True,2,1.834559952840209e-08,1,True,2,1.834559952840209e-08,1,True,2,1.834559952840209e-08,1,True,2,1.834559952840209e-08
last,The headquarter of Zillow is in downtown,Seattle,8,4,False,48,0.0002161143180273939,4,False,38,0.00019508052591845625,4,False,48,0.0002161143180273939,4,False,48,0.0002161143180273939,4,False,44,0.00017069101845663682
last,The headquarter of Army of the Guardians of the Islamic Revolution is in,Tehran,84,32,False,52,0.0004522209274000488,34,False,55,0.00042817169760382966,32,False,52,0.0004522209274000488,32,False,52,0.0004522209274000488,32,False,52,0.0004522209274000488
last,The headquarter of Lokalbahn AG is in the city of,Munich,407,103,False,41,0.0007018892421911005,118,False,43,0.001194986587506719,103,False,41,0.0007018892421911005,101,False,42,0.0007018892421911005,102,False,43,0.0007018892421911005
last,The capital city of People's Republic of Poland is,Warsaw,368,22,False,48,0.002376483450643718,31,False,44,0.0011383393985852307,25,False,48,0.0023765387770254163,25,False,48,0.0023765038582496344,25,False,48,0.0023765038582496344
last,The capital of France is,Paris,93,4,False,51,0.0023041010557790288,6,False,50,0.0046736216667341065,4,False,51,0.0023041010557790288,4,False,51,0.0023041010557790288,4,False,51,0.0023041010557790288
last,Germany's capital city is,Berlin,276,14,False,46,0.002723493249504827,19,False,43,0.0015006631751020905,17,False,47,0.0028139738031313756,18,False,48,0.0027428150162450036,18,False,48,0.0027428150162450036
last,The capital city of Italy is,Rome,120,2,False,51,0.002357888275582809,2,False,42,0.0011100860686838131,2,False,51,0.002357888275582809,2,False,51,0.002357888275582809,2,False,51,0.002357888275582809
last,The capital of Portugal is,Lisbon,40,1,True,42,0.001930556965089636,3,False,42,0.003587183071249456,1,True,43,0.001930556965089636,1,True,44,0.0019302202039398254,1,True,45,0.0019302202039398254
last,Greece's capital city is,Athens,74,1,True,32,0.001181662997987587,1,True,36,0.002367052683257498,1,True,32,0.001181662997987587,1,True,32,0.001181662997987587,1,True,32,0.001181662997987587
last,The capital of Denmark is,Copenhagen,106,3,False,53,0.003305596427526325,12,False,48,0.003272888925857842,3,False,53,0.003305596427526325,3,False,53,0.003305596427526325,3,False,53,0.003305596427526325
last,The capital city of Poland is,Warsaw,200,5,False,50,0.0025615171965910123,6,False,42,0.0011295924865862617,5,False,50,0.0025615171965910123,3,False,50,0.0024361776042496784,3,False,50,0.0024361776042496784
last,The capital of Hungary is,Budapest,28,1,True,48,0.0021902326890995026,3,False,40,0.0038861540457219234,1,True,49,0.0021902461816353026,1,True,48,0.0021902326890995026,1,True,49,0.002190217619136092
last,Ireland's capital city is,Dublin,491,22,False,51,0.0028608331936993635,65,False,50,0.001789741060929373,22,False,51,0.0028608331936993635,24,False,51,0.002436780267453287,24,False,51,0.002436780267453287
last,The capital city of Russia is,Moscow,186,22,False,48,0.0026394106214866044,26,False,38,0.0010968765755023924,22,False,48,0.0026394106214866044,22,False,48,0.0026394106214866044,22,False,48,0.0026394106214866044
last,The government of Turkey is based in,Ankara,2,1,True,6,2.3107910237740726e-06,1,True,8,0.0005634242319501936,1,True,6,2.3107910237740726e-06,1,True,6,2.3107910237740726e-06,1,True,6,2.3107910237740726e-06
last,The capital of Egypt is,Cairo,28,2,False,49,0.0032744730488047935,5,False,38,0.002549788881151471,3,False,48,0.003315185796236619,2,False,48,0.003315185796236619,2,False,49,0.003368899051565677
last,The capital of Cuba is,Havana,165,7,False,51,0.002454299628152512,18,False,46,0.0024026736849918962,8,False,51,0.0032844402332557364,11,False,51,0.002127896246383898,11,False,51,0.002127896246383898
last,Thailand's capital city is,Bangkok,507,10,False,51,0.0019577149621909486,18,False,44,0.002403092765598558,17,False,51,0.0019577149621909486,17,False,51,0.0019577149621909486,17,False,51,0.0019577149621909486
last,The capital city of Japan is,Tokyo,165,5,False,53,0.002275150899367873,6,False,50,0.0016864653916854877,5,False,53,0.002275150899367873,6,False,53,0.0015372642381407786,6,False,53,0.0015372642381407786
last,The capital of India is,Delhi,95,4,False,51,0.003161714202724397,7,False,42,0.0012149194506491767,4,False,51,0.003161714202724397,4,False,51,0.003161714202724397,4,False,51,0.003161714202724397
last,Iran's capital city is,Tehran,114,2,False,51,0.0019533625803887845,12,False,50,0.0018835635157302022,2,False,51,0.0019533625803887845,2,False,51,0.0019533625803887845,2,False,51,0.0019533625803887845
last,The capital city of Iraq is,Baghdad,626,49,False,52,0.0018362374990829266,69,False,52,0.002257767719856929,49,False,52,0.0018362374990829266,49,False,52,0.0018362374990829266,49,False,52,0.0018362374990829266
last,The capital of Australia is,Canberra,151,14,False,55,0.0023519716880400663,17,False,46,0.0012796134022210026,14,False,55,0.0023519716880400663,14,False,55,0.0023519716880400663,14,False,55,0.0023519716880400663
last,The capital city of Ukraine is,Kiev,160,20,False,47,0.0022768121911212803,19,False,37,0.001118912788660964,23,False,47,0.002343811240280047,23,False,42,0.0013261473943202873,23,False,46,0.0013668028507709095
last,The government of Israel is based in,Jerusalem,3,2,False,55,0.0006501845113234594,2,False,56,0.0006667169363936409,2,False,55,0.0006501845113234594,2,False,55,0.0006501845113234594,2,False,54,0.0006017053266987205
last,The capital of Syria is,Damascus,148,7,False,54,0.0022601517848670483,12,False,52,0.0020209059395710936,7,False,54,0.0022601517848670483,7,False,54,0.0022601517848670483,7,False,54,0.0022601517848670483
last,Lebanon's capital city is,Beirut,690,17,False,49,0.0017633512616157532,28,False,48,0.0020099452609429135,17,False,49,0.0017633512616157532,22,False,48,0.0017633604526054113,22,False,48,0.0017633604526054113
last,The official language of Brazil is,Portuguese,2,1,True,6,0.0005520787442947039,2,False,0,,1,True,6,0.0005520787442947039,1,True,6,0.0005520787442947039,1,True,6,0.0008045666225370951
last,The official language of China is,Chinese,5,1,True,12,0.0014898128909408114,1,True,16,0.001600473464350216,1,True,12,0.0014898128909408114,1,True,12,0.0014898128909408114,1,True,12,0.0014898128909408114
last,People in Sweden mostly speak,Swedish,2,1,True,2,2.5741879653651267e-05,1,True,2,2.566664043115452e-05,1,True,2,2.5741879653651267e-05,1,True,2,2.5741879653651267e-05,1,True,2,3.040422598132864e-08
last,The official language of Iran is,Persian,6,1,True,68,0.002634106168989092,3,False,76,0.0034692887638811953,1,True,68,0.002634106168989092,1,True,68,0.002634106168989092,1,True,70,0.002634106168989092
last,The official language of Vietnam is,Vietnamese,2,1,True,8,0.0008441373361705474,1,True,22,0.0025470565116847864,1,True,8,0.0008441373361705474,1,True,8,0.0008441373361705474,1,True,8,0.0008441373361705474
last,People in Thailand mostly speak,Thai,2,1,True,14,0.0003277401040577388,1,True,68,0.001793897754396312,1,True,14,0.0003277401040577388,1,True,14,0.0003277401040577388,1,True,18,0.0003267302040512732
last,The official language of Mexico is,Spanish,7,2,False,82,0.002535100292880088,3,False,82,0.003981624322477728,2,False,76,0.0026854733820073306,2,False,76,0.0026854733820073306,2,False,76,0.0026854733820073306
last,The currency of Switzerland is the,franc,2,2,False,73,0.001961561713687843,2,False,66,0.001317766250576824,2,False,73,0.001961561713687843,2,False,73,0.001961561713687843,2,False,64,0.001404795613780152
last,The currency of Brazil is the,real,14,3,False,68,0.0030055389332119377,6,False,58,0.003218069210561225,3,False,68,0.0030055389332119377,3,False,69,0.0030055389332119377,3,False,69,0.0030055389332119377
last,Mount Fuji is in,Japan,4,2,False,44,0.0007674749125726521,2,False,54,0.0008621547734946944,2,False,44,0.0007674749125726521,2,False,44,0.0007674749125726521,2,False,46,0.0007674749125726521
last,The Great Wall is in,China,65,9,False,43,0.0011221870750887319,20,False,52,0.0010155356081668287,9,False,44,0.0011221870750887319,9,False,43,0.0011221870750887319,9,False,44,0.0011221870750887319
last,The Amazon rainforest is mostly in,Brazil,27,3,False,78,0.0015792862861417234,6,False,67,0.0010521306918235495,3,False,76,0.0015786721953190864,3,False,78,0.0015789802244398742,3,False,78,0.0015789802244398742
last,The Sahara desert is in,Africa,121,6,False,42,0.0012359112544800155,17,False,38,0.0014185966225340962,6,False,42,0.0012359112544800155,6,False,43,0.0012362921886960975,6,False,43,0.0012362921886960975
last,The Alps are in,Europe,55,6,False,44,0.0012332877224253025,29,False,54,0.001386733142862795,6,False,44,0.0012332877224253025,6,False,44,0.0012332877224253025,6,False,44,0.0012332877224253025
last,The Taj Mahal is in,India,18,5,False,50,0.0009189770447846968,5,False,38,0.0007460700900992379,5,False,50,0.0009189770447846968,5,False,50,0.0009189770447846968,5,False,50,0.0009189770447846968
last,Big Ben is in,London,23,7,False,51,0.0024167491763364525,7,False,48,0.0015598830592352896,7,False,51,0.0017953612623387016,7,False,51,0.002005050570005551,7,False,51,0.002005050570005551
last,Machu Picchu is in,Peru,24,4,False,49,0.0016381457491661422,5,False,30,0.00041055222536670046,4,False,49,0.0016381457491661422,4,False,49,0.0016381457491661422,4,False,49,0.0016381457491661422
last,The Pyramids of Giza are in,Egypt,2,1,True,2,0.0,1,True,2,0.0,1,True,2,0.0,1,True,2,0.0,1,True,2,0.0
last,The Kremlin is in,Moscow,13,1,True,16,0.0007016847579507157,1,True,16,0.0007016847579507157,1,True,16,0.0007016847579507157,1,True,16,0.0007016847579507157,1,True,16,0.0007016847579507157
last,The Sydney Opera House is in,Australia,35,10,False,49,0.001339094527065754,8,False,52,0.001210191018617479,10,False,49,0.001339094527065754,10,False,49,0.001339094527065754,10,False,49,0.001339094527065754
last,The Louvre is in,Paris,2,1,True,2,0.0,1,True,2,0.0,1,True,2,0.0,1,True,2,0.0,1,True,2,0.0
last,The Acropolis is in,Athens,133,28,False,53,0.001382026428473182,31,False,47,0.0015172011684626342,28,False,53,0.001382026428473182,28,False,53,0.001382026428473182,28,False,53,0.001382026428473182
last,The Brandenburg Gate is in,Berlin,5,1,True,16,0.0001586865178978769,2,False,40,0.0003812628965533804,1,True,16,0.0001586865178978769,1,True,16,0.0001586865178978769,1,True,16,0.0001586865178978769
last,Angkor Wat is in,Cambodia,308,71,False,42,0.0010674441582523286,82,False,52,0.0006719970930134878,71,False,42,0.0010674441582523286,71,False,43,0.0010674477962311357,71,False,43,0.0010674477962311357
last,Mount Kilimanjaro is in,Tanzania,357,46,False,48,0.0007998591376235708,66,False,46,0.0009531565126962959,46,False,48,0.0007998591376235708,46,False,48,0.0007998591376235708,46,False,48,0.0007998591376235708
last,The Nile flows through,Egypt,3,2,False,67,0.003727117170637939,2,False,61,0.0014338416731334291,2,False,67,0.003727117170637939,2,False,67,0.003727117170637939,2,False,67,0.003727117170637939
last,The Eiffel Tower is in,Paris,9,4,False,49,0.0009325778184575029,3,False,49,0.0014200362827978096,5,False,28,0.0007607597595779225,5,False,28,0.0007607597595779225,4,False,26,7.336094299716933e-05
last,Stonehenge is in,England,24,6,False,32,0.0007081777614075691,6,False,40,0.0011181346519151703,6,False,32,0.0007081777614075691,6,False,32,0.0007081777614075691,6,False,32,0.0007081777614075691
last,The Vatican is in,Rome,17,1,True,16,0.0001526284381725418,1,True,16,0.0001526284381725418,1,True,16,0.0001526284381725418,1,True,16,0.0001526284381725418,1,True,16,0.0001526284381725418
last,Serena Williams plays,tennis,37,11,False,37,0.00039282668876694515,30,False,39,0.0008215473702875897,12,False,39,0.0012775182578479872,13,False,39,0.0005027658822655212,13,False,39,0.0005027658822655212
last,Michael Jordan played,basketball,13,6,False,42,0.0018178364989580587,7,False,42,0.0010842362855328247,6,False,42,0.0018178364989580587,6,False,42,0.0018178364989580587,6,False,42,0.0018178364989580587
last,Tiger Woods plays,golf,5,1,True,4,2.665672218427062e-05,1,True,4,2.665672218427062e-05,1,True,4,2.665672218427062e-05,1,True,4,2.665672218427062e-05,1,True,4,2.665672218427062e-05
last,Marie Curie was a famous,scientist,7,2,False,68,0.0017037517944118008,2,False,60,0.0011081199339969317,1,True,54,0.0010112754102010514,2,False,68,0.0017037517944118008,2,False,68,0.0017037517944118008
last,Vincent van Gogh was a famous,painter,4,1,True,16,0.0001250937818440434,1,True,26,0.00012855680297434445,1,True,16,0.0001250937818440434,1,True,16,0.0001250937818440434,1,True,14,3.46492402968579e-05
last,Amelia Earhart was a famous,pilot,107,37,False,62,0.0017131085216533393,42,False,58,0.0012665927992202342,37,False,63,0.0016611194529104977,38,False,63,0.001694711617892608,38,False,63,0.001694711617892608
last,The 2018 World Cup was held in,Russia,7,3,False,61,0.0014411643671337516,4,False,61,0.0019850693177431824,3,False,47,0.0014472383540123702,3,False,47,0.0014472383540123702,2,False,42,0.0014168230089126154
last,The 2012 Olympic Games were held in,London,2,2,False,60,0.0012647581723285839,1,True,10,1.3358109072214575e-06,2,False,60,0.0012647581723285839,2,False,60,0.0012647581723285839,2,False,60,0.0012647581723285839
last,The Super Bowl is a championship in,football,5,1,True,80,0.001031108180177398,2,False,64,0.0012891838487121277,1,True,80,0.001031108180177398,1,True,80,0.001031108180177398,1,True,80,0.001031108180177398
last,Hamlet was written by,Shakespeare,30,5,False,52,0.0014084566006204112,14,False,56,0.001511124154785648,5,False,52,0.0014084566006204112,5,False,53,0.0014084566006204112,5,False,53,0.0014084566006204112
last,Nokia is headquartered in,Finland,7,2,False,44,0.0003110389596258756,3,False,62,0.001065940223634243,2,False,44,0.0003110389596258756,2,False,44,0.0003110389596258756,2,False,44,0.0003110389596258756
last,Ferrari is a car company from,Italy,3,1,True,28,0.00011470422728052654,2,False,54,0.0008210881234845147,1,True,28,0.00011470422728052654,1,True,28,0.00011470422728052654,1,True,28,0.00011470422728052654
last,IKEA is a company from,Sweden,16,4,False,54,0.0008141517173498869,9,False,55,0.0011653245630441234,4,False,54,0.0008141517173498869,4,False,54,0.0008141517173498869,4,False,54,0.0008141517173498869
last,Nestle is a company from,Switzerland,49,14,False,48,0.0007539571000961587,25,False,49,0.0013872019073460252,14,False,48,0.0007539571000961587,14,False,48,0.0007539571000961587,14,False,48,0.0007539571000961587
last,Google is headquartered in,California,6,3,False,63,0.0008691181312315166,3,False,63,0.0007490810101444367,3,False,52,0.0008131447248160839,3,False,52,0.0008131447248160839,3,False,54,0.0008172311703674495
last,Boeing is headquartered in,Chicago,20,13,False,60,0.0006644533255894203,13,False,60,0.0005852126494573894,12,False,60,0.0005854123352037277,13,False,59,0.0005672059240168891,13,False,55,0.0005760243380791508
last,Diwali is celebrated in,India,3,1,True,2,4.679928679252043e-07,1,True,2,4.679928679252043e-07,1,True,2,4.679928679252043e-07,1,True,2,4.679928679252043e-07,1,True,2,4.679928679252043e-07
last,Pizza is a traditional food from,Italy,2,1,True,6,7.399697969958651e-05,1,True,6,7.399697969958651e-05,1,True,6,7.399697969958651e-05,1,True,6,7.399697969958651e-05,1,True,6,7.399697969958651e-05
last,Paella is a traditional dish from,Spain,3,3,False,50,0.0013319717138074339,3,False,57,0.0012834051660320256,3,False,50,0.0013319717138074339,3,False,50,0.0013319717138074339,3,False,51,0.001551097899209708
last,Tacos are a traditional food from,Mexico,2,1,True,14,9.938671682903077e-05,1,True,14,9.938671682903077e-05,1,True,14,9.938671682903077e-05,1,True,14,9.938671682903077e-05,1,True,14,9.938671682903077e-05
last,Kimchi is a traditional food from,Korea,4,4,False,67,0.0015978527982952074,4,False,0,,4,False,67,0.0015978527982952074,4,False,67,0.0015978527982952074,4,False,67,0.0015978527982952074
last,Baguettes are a traditional bread from,France,9,3,False,63,0.0013761535708908923,4,False,60,0.0008275508764199913,3,False,54,0.0008157761476468295,3,False,63,0.0015138116548769176,3,False,60,0.0011548509181011468
last,Bratwurst is a traditional food from,Germany,5,4,False,63,0.0015717617599875667,4,False,60,0.0014934528400772252,4,False,61,0.001571085829345975,4,False,65,0.0015487615237361751,4,False,65,0.0015487615237361751
last,The color of the sky is,blue,4,1,True,10,0.0007211997843114659,1,True,10,0.0009107263264013455,1,True,10,0.0007211997843114659,1,True,10,0.0007211997843114659,1,True,10,0.0007211997843114659
last,The color of grass is,green,12,2,False,55,0.0021745957506936974,2,False,74,0.0037148198403883725,2,False,55,0.0021745957506936974,2,False,55,0.0021745957506936974,2,False,55,0.0021745957506936974
last,The color of snow is,white,91,13,False,53,0.0036188603204209357,15,False,66,0.0036592384771211074,13,False,53,0.0036188603204209357,13,False,53,0.0036188603204209357,13,False,53,0.0036188603204209357
last,The color of a banana is,yellow,40,5,False,65,0.0015949108434142544,5,False,86,0.0025005667223013004,5,False,65,0.0015949108434142544,5,False,66,0.0015947750682244078,5,False,66,0.0015947750682244078
last,The color of coal is,black,35,8,False,71,0.002687093389977235,8,False,66,0.002600619607255794,8,False,71,0.002687093389977235,8,False,66,0.0026470129116205497,8,False,67,0.0026449967233929785
last,A baby dog is called a,puppy,5,4,False,52,0.0013939397940703202,4,False,64,0.0019557953492039815,4,False,52,0.0013939397940703202,4,False,52,0.0013939397940703202,4,False,52,0.0013939397940703202
last,A baby cat is called a,kitten,4,3,False,44,0.0012500893702963368,3,False,68,0.0015881836792686955,3,False,44,0.0012500893702963368,3,False,44,0.0012500893702963368,3,False,44,0.0012500893702963368
last,A baby cow is called a,calf,4,2,False,49,0.0013820302061503752,2,False,62,0.0018719848929322324,2,False,50,0.0013820302061503752,2,False,50,0.0013820302061503752,2,False,50,0.0013820302061503752
last,The largest animal in the ocean is the,whale,4,1,True,64,0.0015527596260653809,1,True,34,0.0010065456020129204,1,True,64,0.0015527596260653809,1,True,64,0.0015527596260653809,1,True,62,0.0013218668933404842
last,The animal that gives us wool is the,sheep,2,1,True,2,0.00011423551477491855,1,True,2,0.00011423551477491855,1,True,2,0.00011423551477491855,1,True,2,0.00011423551477491855,1,True,2,0.00011423551477491855
last,Bees make,honey,7,2,False,57,0.002453491266351193,4,False,57,0.0023565157025586814,2,False,57,0.002453491266351193,2,False,57,0.002453491266351193,2,False,57,0.002453491266351193
last,Cows give us,milk,9,3,False,57,0.0015535659476881847,3,False,64,0.0014880557951983064,3,False,57,0.0015535659476881847,3,False,57,0.0015535659476881847,3,False,57,0.0015535659476881847
last,Water freezes into,ice,2,2,False,61,0.004151253157760948,1,True,46,0.0041720754699781535,2,False,60,0.004151253157760948,2,False,60,0.004151253157760948,2,False,60,0.004151253157760948
last,The opposite of big is,small,32,1,True,56,0.002522787184716435,3,False,69,0.0030033411880140194,1,True,56,0.002522787184716435,1,True,56,0.002522787184716435,1,True,56,0.002522787184716435
last,The opposite of happy is,sad,5,1,True,16,0.0020618493232859693,1,True,22,0.0021422327256885865,1,True,16,0.0020618493232859693,1,True,16,0.0020618493232859693,1,True,16,0.0018666471642063698
last,The opposite of day is,night,11,1,True,16,0.0001912227784487186,1,True,20,0.0013180173113141792,1,True,16,0.0001912227784487186,1,True,16,0.0001912227784487186,1,True,16,0.00029120871258783156
last,The engineer said that,he,2,1,True,12,0.0006126827902335208,1,True,14,0.0006126827902335208,1,True,12,0.0006126827902335208,1,True,12,0.0006126827902335208,1,True,12,0.0006126827902335208
last,My mother told me that,she,2,1,True,8,0.0006706959422444925,1,True,6,0.0002638741215321261,1,True,8,0.0006706959422444925,1,True,8,0.0006706959422444925,1,True,8,0.0006706959422444925
last,"This is Emily, she is a",woman,6,2,False,49,0.0013487909134710207,4,False,46,0.001290587657422293,2,False,49,0.0013487909134710207,2,False,49,0.0013487909134710207,2,False,49,0.0013487909134710207
last,"This is Olivia, she is a",girl,3,1,True,32,0.0013703663338674233,1,True,26,0.0013855218552635052,1,True,32,0.0013703663338674233,1,True,32,0.0013703663338674233,1,True,34,0.0013710753613850103
last,"This is Daniel, he is a",boy,59,17,False,52,0.0013958440715214238,21,False,44,0.0013026411994360386,17,False,52,0.0013958440715214238,17,False,52,0.0013958440715214238,17,False,52,0.0013958440715214238
last,The closest planet to the sun is,Mercury,12,7,False,81,0.0029929008029284886,9,False,81,0.003171848061901983,7,False,81,0.0029929008029284886,8,False,79,0.0030095185313257387,8,False,81,0.003024436852138024
last,The planet known as the red planet is,Mars,742,282,False,78,0.0017280870932154357,389,False,78,0.0016106628609122708,282,False,78,0.0017280870932154357,290,False,77,0.0017280870932154357,293,False,78,0.0017280870932154357
last,The force that pulls objects to the earth is,gravity,18,3,False,77,0.002886183449300006,6,False,77,0.002369533886667341,3,False,69,0.0029695869714487346,3,False,69,0.0029695869714487346,3,False,69,0.0029695869714487346
last,Humans breathe,oxygen,10,2,False,69,0.0017389649467077107,10,False,0,,2,False,69,0.0017389649467077107,2,False,70,0.0017389649467077107,2,False,70,0.0017389649467077107
last,The Moon orbits the,Earth,3,1,True,4,0.0003205809414794203,1,True,4,0.0003205809414794203,1,True,4,0.0003205809414794203,1,True,4,0.0003205809414794203,1,True,4,0.0003205809414794203
last,The chemical symbol for gold is,Au,699,133,False,80,0.0025904798530973494,358,False,80,0.003243235856643878,133,False,80,0.0025904798530973494,136,False,79,0.0026024539256468415,137,False,80,0.0026024539256468415
last,The chemical element with symbol O is,oxygen,131,35,False,79,0.0020261805308109614,38,False,70,0.0016062830443843267,35,False,79,0.0020261805308109614,35,False,79,0.0020261805308109614,35,False,79,0.0020261805308109614
